裝置名稱,裝置編號,裝置位置,測量時間,溫度,溫度異常,濕度,濕度異常,溫度補償,濕度補償,電池電量
Frank,170414,機房,"01/15/2022, 17:22:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:22:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:22:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:22:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:22:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:22:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:22:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:21:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:21:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:20:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:20:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:20:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:20:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:20:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:20:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:20:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:20:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:20:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:20:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:19:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:19:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:18:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:18:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:17:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:17:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:17:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:17:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:17:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:17:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:17:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:17:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:17:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:17:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:16:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:16:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:15:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:15:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:14:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:14:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:14:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:14:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:14:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:14:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:14:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:14:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:14:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:14:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:13:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:13:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:12:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:12:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:11:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:11:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:11:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:11:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:11:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:11:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:11:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:11:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:11:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:11:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:10:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:10:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:09:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:09:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:08:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:08:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:08:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:08:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:08:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:08:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:08:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:08:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:08:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:08:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:07:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:07:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:06:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:06:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:06:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:06:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:06:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:06:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:06:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:06:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:06:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:06:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:05:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:05:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:04:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:04:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:03:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:03:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:03:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:03:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:03:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:03:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:03:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:03:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:03:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:03:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:02:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:02:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:01:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:01:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:00:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:00:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:00:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:00:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:00:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:00:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:00:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:00:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 17:00:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 17:00:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:59:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:59:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:58:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:58:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:57:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:57:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:57:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:57:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:57:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:57:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:57:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:57:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:57:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:57:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:56:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:56:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:55:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:55:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:55:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:55:39",-255,異常,-255,異常,0,0,-1%
